step,time_s,file,mean_speed_mm_per_s,max_speed_mm_per_s,p95_speed_mm_per_s,relative_L2_one_step_percent,max_difference_one_step_mm_per_s,relative_L2_lag_percent,max_difference_lag_mm_per_s,section_point_count,section_mean_speed_mm_per_s,section_max_speed_mm_per_s,section_relative_L2_one_step_percent,section_relative_L2_lag_percent,section_max_difference_lag_mm_per_s
113,14.125,solution_000113.vtu,3.393457472174973,18.204049296003827,13.320240320178888,0.0031370795085514957,0.001002335375073407,0.031172694681264438,0.009932756101004601,494,1.9075791725165312,9.670740419145782,0.008060558944295594,0.08013621885858703,0.0068703374535485535
114,14.25,solution_000114.vtu,3.3934513563367767,18.20404272186346,13.320228427331552,0.00295629140693265,0.0009451362611734382,0.029377868286752748,0.009367939248181486,494,1.9074373176541841,9.670113615622858,0.007595773217990103,0.07551762325418218,0.0064743561591470355
115,14.375,solution_000115.vtu,3.393445595494585,18.20403652782404,13.320217220787464,0.002785888250288332,0.0008911598579432452,0.027685960550761744,0.008834719648228346,494,1.9073036609154002,9.669522976825844,0.007157712460472379,0.07116434538410883,0.0061011236930891884
116,14.5,solution_000116.vtu,3.393440168975031,18.20403069191456,13.32020666102574,0.0026252772287001136,0.000840229240949158,0.026091116504886547,0.008331388530885192,494,1.9071777288251557,9.66896642080035,0.006744848511593612,0.06706124249024181,0.005749341556945895
117,14.625,solution_000117.vtu,3.3934350573159264,18.204025193433335,13.320196710791494,0.0024738989601008916,0.0007921766679058493,0.024587809115126324,0.007856322722517056,494,1.9070590752176138,9.668441984921898,0.006355739629595718,0.06319402491119969,0.005417784413049602
118,14.75,solution_000118.vtu,3.393430242194541,18.20402001287477,13.3201873349671,0.0023312256510003566,0.0007468431649045595,0.023170821486752525,0.007407981184402776,494,1.9069472796651226,9.667947819116032,0.005989025713401694,0.05954920928921499,0.00510529607214561
119,14.875,solution_000119.vtu,3.3934257063601994,18.204015131860306,13.320178500450591,0.0021967593532967945,0.0007040781233184231,0.02183522997065386,0.006984901581114219,494,1.9068419459971044,9.667482179456814,0.0056434237766420075,0.05611407419875761,0.0048107856883665406
120,15.0,solution_000120.vtu,3.3934214335709436,18.204010533073383,13.32017017604088,0.0020700303127336723,0.0006637389083100134,0.02057638813277806,0.006585696897096662,494,1.906742700903749,9.667043422123367,0.005317723661428544,0.05287661808828153,0.004533224152352892
121,15.125,solution_000121.vtu,3.393417408533997,18.204006200198112,13.32016233232938,0.0019505954047043053,0.0006256904795816677,0.019389911549066087,0.006209052116149382,494,1.906649192619709,9.666629997695203,0.0050107839806463805,0.04982551942974069,0.004271640673500914
122,15.25,solution_000122.vtu,3.393413616849803,18.20400211786149,13.32015494159774,0.001838036653246193,0.0005898050248907829,0.0182716633891804,0.005853720975575767,494,1.9065610896832554,9.666240445767858,0.004721528277533481,0.04695009897279567,0.004025119542608782
123,15.375,solution_000123.vtu,3.3934100449594067,18.203998271578982,13.32014797772131,0.0017319598292103644,0.0005559616065910956,0.01721774075325788,0.005518522804233986,494,1.9064780797666045,9.66587338987146,0.004448941391965826,0.044240284004505095,0.0037927970664492195
124,15.5,solution_000124.vtu,3.393406680094993,18.203994647703166,13.320141416078053,0.001631993123732139,0.000524045821421871,0.01622446172694749,0.005202339451623664,494,1.9063998685733723,9.665527532675677,0.0041920660234051835,0.041686574518372724,0.0035738586660277105
125,15.625,solution_000125.vtu,3.393403510233368,18.203991233375426,13.32013523346259,0.0015377858932860832,0.0004939494735523584,0.015288353121048892,0.004904112313259553,494,1.9063261787993322,9.665201651465258,0.003949999480290743,0.03928001119968679,0.003367536130612597
126,15.75,solution_000126.vtu,3.393400524052218,18.20398801648036,13.320129408005121,0.001449007472742884,0.00046557026087427883,0.014406138863168315,0.004622839456093115,494,1.906256749152866,9.66489459387137,0.0037218906068147446,0.03701214513803988,0.003173105019892095
127,15.875,solution_000127.vtu,3.3933977108889684,18.203984985602865,13.320123919094923,0.0013653460529981201,0.000438811474387588,0.013574729009925804,0.004357572846401183,494,1.9061913334317055,9.664605273844519,0.003506936877839377,0.034875009180944105,0.0029898822068962936
128,16.0,solution_000128.vtu,3.393395060702088,18.20398212998767,13.320118747308197,0.0012865076198881153,0.0004135817105107509,0.012791209349397046,0.004107415681466429,494,1.9061296996527504,9.664332667855737,0.0033043816533074887,0.03286109084606725,0.002817223554597454
129,16.125,solution_000129.vtu,3.3933925640346927,18.203979439501207,13.320113874339988,0.0012122149512390247,0.00038979459605202203,0.012052831564608762,0.003871519825469799,494,1.9060716292319302,9.664075811313333,0.003113511583931585,0.030963306712871442,0.002654521719447524
130,16.25,solution_000130.vtu,3.3933902119802997,18.203976904595716,13.32010928294001,0.0011422066690490752,0.0003673685255690574,0.011357003930059959,0.003649083349219935,494,1.9060169162112421,9.6638337951832,0.0029336541602751364,0.02917497821799523,0.002501204075318131
131,16.375,solution_000131.vtu,3.3933879961506177,18.203974516275366,13.32010495685209,0.00107623634392297,0.00034622641077480267,0.010701282514369987,0.0034393481727411296,494,1.9059653665302774,9.663605762801346,0.0027641753975770423,0.02748980878184585,0.002356730751648945
132,16.5,solution_000132.vtu,3.393385908645233,18.203972266064376,13.320100880757085,0.0010140716490232705,0.000326295441669567,0.010083362863289466,0.003241597809199203,494,1.9059167973396753,9.663390906867876,0.0026044776492536886,0.02590186219701731,0.00222059277985319
133,16.625,solution_000133.vtu,3.393383942023094,18.203970145976964,13.320097040219045,0.0009554935609202556,0.0003075068589979204,0.009501072138405278,0.0030551552082357094,494,1.905871036354113,9.663188466612265,0.002453997542144214,0.02440554221258799,0.0020923103423262806
134,16.75,solution_000134.vtu,3.393382089275669,18.203968148489032,13.32009342163444,0.0009002956048538405,0.00028979573768404826,0.008952361687964351,0.0028793806964416266,494,1.905827921242556,9.662997725120299,0.002312204027106029,0.02299557325115439,0.001971431118608305
135,16.875,solution_000135.vtu,3.3933803438016965,18.20396626651148,13.320090012184304,0.0008482831420336635,0.0002731007808163332,0.008435300027294746,0.002713670012427065,494,1.9057872990536389,9.662818006813605,0.002178596538531925,0.021666982198394073,0.001857528723592597
136,17.0,solution_000136.vtu,3.3933786993834127,18.203964493365035,13.320086799789106,0.0007992726967274162,0.00025736412382989143,0.007948066207335664,0.0025574524337609234,494,1.9057490256741576,9.66264867507316,0.0020527032571673993,0.020415081208085377,0.0017502012328200025
137,17.125,solution_000137.vtu,3.393377150164184,18.203962822756633,13.320083773066202,0.000753091320986323,0.00024253114845518346,0.0074889435507891474,0.0024101889928859624,494,1.9057129653187685,9.662489129998642,0.00193407947042192,0.01923545146801745,0.001649069790232142
138,17.25,solution_000138.vtu,3.3933756906274497,18.203961248757025,13.320080921289717,0.0007095759949779705,0.00022855030605580816,0.007056313736375272,0.002271370779010466,494,1.9056789900491091,9.66233880629597,0.0018223060250035959,0.018123927875025876,0.0015537772938966183
139,17.375,solution_000139.vtu,3.393374315576905,18.2039597657798,13.320078234352755,0.0006685730609890092,0.00021537294995959436,0.006648651212614974,0.002140517322923794,494,1.9056469793206408,9.662197171285774,0.0017169878666741718,0.017076584569912172,0.0014639871555064796
140,17.5,solution_000140.vtu,3.393373020117843,18.20395836856153,13.32007570273172,0.0006299376892579616,0.0002029531764006642,0.006264517923459223,0.0020171750616208247,494,1.9056168195556291,9.662063723025915,0.001617752662510505,0.01608972128552531,0.0013793821296380529
141,17.625,solution_000141.vtu,3.393371799639593,18.203957052143114,13.320073317452742,0.0005935333739036786,0.00019124767368613787,0.005902558328966421,0.0019009158796352984,494,1.9055884037407511,9.661937988541624,0.00152424950103339,0.015159850463639742,0.0012996632089418822
142,17.75,solution_000142.vtu,3.393370649798988,18.2039558118522,13.32007107006,0.0005592314572886546,0.000180215579234555,0.005561494705054921,0.0017913357239754677,494,1.9055616310479169,9.661819522157105,0.0014361476658005241,0.014283685098308409,0.0012245485816729132
143,17.875,solution_000143.vtu,3.393369566504799,18.20395464328659,13.320068952585853,0.000526910681256144,0.0001698183441110419,0.005240122707169778,0.001688053289609704,494,1.9055364064769662,9.661707903922874,0.001353135478791515,0.013458127266173849,0.0011537726481201742
144,18.0,solution_000144.vtu,3.3933685459064677,18.203953542303644,13.320066957508036,0.0004964566205798476,0.0001600196407396069,0.004937307040281763,0.0015907088084822507,494,1.905512640496388,9.66160273802282,0.0012749221855184929,0.012680260282047566,0.0010870857632089787
145,18.125,solution_000145.vtu,3.3933675843684443,18.203952504984127,13.320065077781866,0.0004677619864468354,0.00015078506671346859,0.004651978067679957,0.0014989627283859633,494,1.9054902488200607,9.661503651983958,0.0012012224184021246,0.011947326958861004,0.0010242506884821424
146,18.25,solution_000146.vtu,3.3933666784711805,18.20395152765283,13.320063306725919,0.00044072491456804763,0.00014208236510553296,0.004383127307405503,0.0014124947888145922,494,1.9054691519604927,9.661410294156852,0.0011317831650182074,0.011256736387620031,0.0009650456478831167
147,18.375,solution_000147.vtu,3.3933658249937193,18.20395060684113,13.320061638059705,0.00041524980250782703,0.0001338810025843881,0.004129804332136295,0.0013310028425952724,494,1.905449275050977,9.661322333487272,0.0010663565948530282,0.010606045004140715,0.0009092612414787773
148,18.5,solution_000148.vtu,3.3933650209014186,18.203949739280308,13.320060065866551,0.0003912465142833537,0.0001261522006468168,0.0038911134077524437,0.0012542018678105267,494,1.9054305475534372,9.661239458069934,0.0010047108185112764,0.009992949795431976,0.0008567000421649057
149,18.625,solution_000149.vtu,3.393364263335347,18.20394892189078,13.320058584571054,0.0003686300982632916,0.0001188688238448959,0.0036662103538760197,0.001181823018781771,494,1.9054129030076419,9.66116137401402,0.0009466274762346072,0.009415280395837666,0.0008071759741235729
150,18.75,solution_000150.vtu,3.393363549602182,18.203948151771137,13.320057188919462,0.0003473204946747184,0.00011200528508310377,0.003454299587546624,0.0011136127253114079,494,1.9053962787954473,9.661087804399873,0.0008919008351891814,0.00887099150821217,0.0007605136807366759
151,18.875,solution_000151.vtu,3.3933628771646225,18.203947426187796,13.320055873961314,0.00032724225649295854,0.00010553745802357035,0.003254631336542389,0.001049331839794773,494,1.9053806159187296,9.661018488300531,0.0008403370364107356,0.008358155729853116,0.0007165479142409559
152,19.0,solution_000152.vtu,3.3933622436323554,18.20394674256527,13.320054635032104,0.0003083242851902005,9.944259454064557e-05,0.003066499155007431,0.0009887547940749045,494,1.9053658587901867,9.660953179860135,0.000791753404325531,0.007874953803716295,0.0006751222853458788
153,19.125,solution_000153.vtu,3.393361646753535,18.203946098477015,13.320053467736832,0.0002904995811034805,9.369924685313015e-05,0.0028892368858963154,0.0009316689746159565,494,1.9053519550362226,9.660891647425062,0.0007459778016042618,0.0074196797630032485,0.0006360913879598327
154,19.25,solution_000154.vtu,3.393361084406749,18.2039454916368,13.32005236793447,0.00027370500791196113,8.828719395988787e-05,0.0027222170998897357,0.0008778738038062484,494,1.905338855311223,9.660833672724836,0.0007028480219445105,0.006990718499282374,0.0005993164008399952
155,19.375,solution_000155.vtu,3.393360554593454,18.20394491989059,13.320051331723302,0.0002578810704954895,8.318737222723962e-05,0.0025648484747397703,0.0008271801737303937,494,1.9053265131225456,9.660779050099954,0.0006622112185465775,0.0065865499348247885,0.0005646669078279615
156,19.5,solution_000156.vtu,3.3933600554308496,18.203944381208917,13.320050355427096,0.00024297170551354264,7.83818097644553e-05,0.002416573760631789,0.000779409783083694,494,1.9053148846656278,9.660727585774085,0.0006239233650077971,0.00620574189650972,0.0005320201073320896
157,19.625,solution_000157.vtu,3.393359585145167,18.203943873679677,13.320049435582082,0.0002289240839485346,7.385356450670816e-05,0.0022768678301806123,0.0007343945239429909,494,1.9053039286686086,9.660679097168119,0.0005878487474802072,0.005846944894064122,0.0005012603082720348
158,19.75,solution_000158.vtu,3.393359142065352,18.203943395501327,13.320048568924674,0.0002156884249602841,6.958666571705117e-05,0.00214523583477116,0.0006919759047424301,494,1.905293606245932,9.660633412253711,0.0005538594858610572,0.005508887322737996,0.00047227850089060945
159,19.875,solution_000159.vtu,3.393358724617105,18.203942944976507,13.32004775237991,0.00020321782040262127,6.556605876527822e-05,0.0020212114645232955,0.0006520045056227922,494,1.9052838807604038,9.66059036894406,0.0005218350824735585,0.005190370968181963,0.0004449719665000682
160,20.0,solution_000160.vtu,3.3933583313172737,18.203942520506015,13.320046983050558,0.0001914680693948053,6.177755298621909e-05,0.001904355307077224,0.0006143394641844978,494,1.9052747176932165,9.660549814519822,0.0004916619965870407,0.004890266776736936,0.00041924391399479036
161,20.125,solution_000161.vtu,3.393357960768576,18.203942120583122,13.32004625820683,0.00018039752238255193,5.820777245590797e-05,0.001794253300069909,0.0005788479898845094,494,1.9052660845214908,9.660511605088082,0.00046323324344706536,0.004607510870266272,0.0003950031384423233
162,20.25,solution_000162.vtu,3.3933576116546162,18.203941743788235,13.32004557527673,0.00016996693412981448,5.4844109558722275e-05,0.0016905152721242512,0.0005454049055647271,494,1.9052579506028853,9.660475605072572,0.00043644801638235324,0.00434110079063756,0.00037216369953201457
163,20.375,solution_000163.vtu,3.393357282735201,18.20394138878385,13.320044931836934,0.0001601393251733608,5.1674681118910175e-05,0.0015927735674327297,0.0005138922145244961,494,1.9052502870668773,9.660441686733247,0.00041121133047299384,0.004090091959685453,0.00035064461844358947
164,20.5,solution_000164.vtu,3.3933569728419273,18.20394105430982,13.320044325604183,0.00015087985121252617,4.868828703914679e-05,0.001500681749150493,0.0004841986918561592,494,1.905243066712331,9.66040972971362,0.00038743368677326626,0.0038535943427593484,0.0003303695920662551
165,20.625,solution_000165.vtu,3.3933566808740183,18.203940739178847,13.32004375442721,0.00014215568001564653,4.587437126316765e-05,0.0014139133771503812,0.0004562194986602771,494,1.9052362639109792,9.660379620614192,0.00036503075598607617,0.0036307693040154455,0.00031126672355043597
166,20.75,solution_000166.vtu,3.393356405794409,18.203940442272334,13.320043216279101,0.00013393587539752008,4.3222984937036675e-05,0.0013321608558998894,0.00042985581792012945,494,1.905229854516486,9.660351252590491,0.0003439230800794388,0.003420826642336868,0.00029326826830047213
167,20.875,solution_000167.vtu,3.3933561466260564,18.20394016253632,13.320042709250123,0.00012619128787043474,4.072475166050465e-05,0.0012551343484716246,0.0004050145108487065,494,1.9052238157787689,9.660324524974339,0.000324035791284112,0.003223021797750115,0.0002763103945292424
168,21.0,solution_000168.vtu,3.3933559024484605,18.203939898977843,13.320042231540933,0.00011889445158609894,3.837083470769212e-05,0.001182560752923458,0.0003816077925980812,494,1.9052181262632684,9.660299342916975,0.0003052983471348098,0.003036653218521904,0.00026033295758123116
169,21.125,solution_000169.vtu,3.3933556723943927,18.20393965066133,13.320041781456217,0.00011201948720261347,3.615290610773698e-05,0.0011141827374839062,0.00035955292627325516,494,1.9052127657748887,9.660275617052767,0.00028764428088464637,0.0028610598797818125,0.00024527928720691504
170,21.25,solution_000170.vtu,3.393355455646809,18.203939416705328,13.320041357398663,0.00010554201034965227,3.40631174773162e-05,0.0010497578312102752,0.00033877193421138325,494,1.9052077152863285,9.660253263182353,0.0002710109662352344,0.0026956189448936905,0.00023109598710033431
171,21.375,solution_000171.vtu,3.3933552514359433,18.20393919627935,13.320040957863311,9.943904535908051e-05,3.209407251486902e-05,0.0009890575669222843,0.0003191913256236887,494,1.9052029568705637,9.660232201974088,0.00025533939554665277,0.0025397435614803554,0.00021773274593812135
172,21.5,solution_000172.vtu,3.393355059036576,18.20393898860095,13.32004058143221,9.368894396368447e-05,3.023880105305536e-05,0.0009318666734441785,0.00030074183965127715,494,1.9051984736372274,9.66021235868272,0.0002405739709806445,0.0023928807844676866,0.00020514215932152798
173,21.625,solution_000173.vtu,3.393354877765446,18.203938792932913,13.320040226769377,8.827130868034554e-05,2.8490734607728116e-05,0.0008779823143231418,0.0002833582030072862,494,1.9051942496726675,9.660193662884323,0.00022666230763771557,0.0022545096186792784,0.0001932795619685958
174,21.75,solution_000174.vtu,3.3933547069788297,18.20393860858067,13.320039892616085,8.316692060617137e-05,2.6843683291938713e-05,0.0008272133703659976,0.0002669789013717696,494,1.9051902699834724,9.660176048226525,0.0002135550479071587,0.002124139174242688,0.00018210286956297893
175,21.875,solution_000175.vtu,3.3933545460702463,18.203938434889814,13.32003957778637,7.835767137738569e-05,2.5291814076762848e-05,0.0007793797634834313,0.0002515459637960465,494,1.9051865204432599,9.660159452193191,0.00020120568676687718,0.002001306928367172,0.0001715724297388868
176,22.0,solution_000176.vtu,3.3933543944683056,18.20393827124378,13.320039281162845,7.382649904840092e-05,2.3829630269154224e-05,0.0007343118194710566,0.0002370047593642192,494,1.9051829877425432,9.660143815882677,0.00018957040693531776,0.0018855770872936528,0.0001616508816398114
177,22.125,solution_000177.vtu,3.3933542516346766,18.203938117061668,13.320039001692729,6.955732766802055e-05,2.2451952175330968e-05,0.0006918496674994438,0.000223303805437429,494,1.9051796593414958,9.6601290837989,0.00017860792364164608,0.0017765390426550411,0.00015230302358492138
178,22.25,solution_000178.vtu,3.393354117062172,18.20393797179616,13.320038738384108,6.553501033776213e-05,2.1153898873264208e-05,0.0006518426741970608,0.0002103945868380763,494,1.9051765234254452,9.660115203654485,0.000168279338401849,0.0016738059169310487,0.00014349568835502415
179,22.375,solution_000179.vtu,3.393353990272948,18.203937834931608,13.320038490302423,6.17452755599147e-05,1.9930871015470755e-05,0.000614148910350444,0.0001982313853426102,494,1.9051735688629425,9.660102126185286,0.0001585480010459087,0.0015770131927632584,0.0001351976256946979
180,22.5,solution_000180.vtu,3.393353870816806,18.203937705982163,13.320038256567152,5.817467667103344e-05,1.877853462238666e-05,0.0005786346483389511,0.00018677111891523144,494,1.905170785166254,9.660089804975614,0.0001493793799394968,0.0014858174213869034,0.00012737939157339036
181,22.625,solution_000181.vtu,3.39335375826959,18.203937584490088,13.320038036348686,5.481054420225841e-05,1.769280581192962e-05,0.0005451738885464992,0.0001759731901221854,494,1.9051681624541383,9.660078196293574,0.00014074093955837745,0.0013998950055338826,0.00012001324384345218
182,22.75,solution_000182.vtu,3.393353652231682,18.20393747002411,13.320037828865386,5.164094098069027e-05,1.666983639074139e-05,0.0005136479130784023,0.00016579934322329058,494,1.9051656914167765,9.660067258935912,0.00013260202507019289,0.0013189410525976599,0.00011307304392651177
183,22.875,solution_000183.vtu,3.393353552326582,18.203937362177893,13.32003763338081,4.8654619825280286e-05,1.570600028226116e-05,0.00048394486521508294,0.0001562135294307148,494,1.9051633632827285,9.660056954081831,0.0001249337537749697,0.0012426682939655827,0.00010653416415940082
184,23.0,solution_000184.vtu,3.393353458199571,18.203937260568622,13.320037449201099,4.584098368516498e-05,1.4797880726447836e-05,0.0004559593531249358,0.00014718177988961922,494,1.9051611697877997,9.660047245155258,0.0001177089126573031,0.0011708060667751942,0.00010037340050053909
185,23.125,solution_000185.vtu,3.393353369516446,18.203937164835587,13.32003727567251,4.3190048072541477e-05,1.3942258224124271e-05,0.00042959207643376385,0.00013867208593975962,494,1.9051591031457087,9.660038097695066,0.0001109018618961708,0.0011030993544312577,9.456889027260829e-05
186,23.25,solution_000186.vtu,3.39335328596234,18.20393707463897,13.320037112179115,4.069240567584757e-05,1.3136099159216954e-05,0.00040474947434898396,0.0001306542862268388,494,1.9051571560204532,9.660029479232794,0.00010448844393815136,0.001039307882438604,8.910003464949085e-05
187,23.375,solution_000187.vtu,3.3933532072405974,18.20393698965858,13.320036958140587,3.833919300110116e-05,1.2376545088430386e-05,0.00038134339407703747,0.00012309996030074023,494,1.9051553215002681,9.660021359177446,9.844589787438329e-05,0.0009792052666013776,8.394742562675658e-05
188,23.5,solution_000188.vtu,3.3933531330717237,18.203936909592766,13.32003681301017,3.612205895158299e-05,1.1660902637344213e-05,0.0003592907783869207,0.0001159823283164852,494,1.9051535930730965,9.660013708706938,9.275277865131111e-05,0.0009225782102260721,7.909277720104031e-05
189,23.625,solution_000189.vtu,3.3933530631923907,18.203936834157297,13.320036676272712,3.4033135215340624e-05,1.0986633985300413e-05,0.00033851337120083963,0.00010927615649051426,494,1.9051519646034718,9.660006500665826,8.738888112480181e-05,0.0008692257478173768,7.451886052858569e-05
190,23.75,solution_000190.vtu,3.393352997354503,18.203936763084403,13.32003654744286,3.206500836553365e-05,1.035134789074105e-05,0.0003189374401837792,0.00010295766799106418,494,1.9051504303107434,9.659999709468938,8.233516828218999e-05,0.000818958532425894,7.020944282971027e-05
191,23.875,solution_000191.vtu,3.393352935324314,18.203936696121787,13.320036426063323,3.0210693569237792e-05,9.752791232691092e-06,0.0003004935153459416,9.700445894195407e-05,494,1.9051489847485559,9.659993311010592,7.757370379547517e-05,0.0007715981641188712,6.614922981621919e-05
192,24.0,solution_000192.vtu,3.3933528768815995,18.203936633031734,13.320036311703252,2.84636098198134e-05,9.188841045604169e-06,0.000283116142739173,9.139541926149487e-05,494,1.9051476227855182,9.659987282579042,7.308758836937029e-05,0.0007269765572559474,6.232381145285374e-05
193,24.125,solution_000193.vtu,3.3933528218188718,18.203936573590305,13.320036203956718,2.681755659198174e-05,8.657497007413564e-06,0.00026674365237555717,8.611065804510551e-05,494,1.9051463395869912,9.659981602775884,6.886089978618519e-05,0.0006849353443081023,5.8719610842651076e-05
194,24.25,solution_000194.vtu,3.3933527699406456,18.20393651758648,13.320036102441257,2.5266691853449078e-05,8.156874362932056e-06,0.0002513179395444175,8.113143324908919e-05,494,1.905145130597924,9.659976251440117,6.487863649006776e-05,0.0006453253141948446,5.532383607253649e-05
195,24.375,solution_000195.vtu,3.3933527210627408,18.203936464821464,13.320036006796533,2.3805511343218517e-05,7.685197250771786e-06,0.00023678425876626317,7.644008541165505e-05,494,1.9051439915266868,9.659971209576595,6.112666425204642e-05,0.0006080058829158884,5.212443483231095e-05
196,24.5,solution_000196.vtu,3.393352675011633,18.203936415107943,13.320035916683036,2.2428829044706684e-05,7.240792422232602e-06,0.0002230910296401433,7.201997519673107e-05,494,1.9051429183298383,9.659966459288603,5.759166615983233e-05,0.0005728445949675738,4.911005167542613e-05
197,24.625,solution_000197.vtu,3.3933526316238307,18.20393636826945,13.320035831780897,2.113175879371876e-05,6.8220833099526145e-06,0.000210189653911449,6.785542452154009e-05,494,1.9051419071977713,9.659961983714364,5.426109526904524e-05,0.0005397166533614441,4.6269987720089834e-05
198,24.75,solution_000198.vtu,3.3933525907453026,18.20393632413972,13.320035751788744,1.9909696940970655e-05,6.4275844522045695e-06,0.00019803434310187158,6.393166108313468e-05,494,1.9051409545411933,9.659957766967178,5.112313010875708e-05,0.0005085044769308045,4.359416270139724e-05
199,24.875,solution_000199.vtu,3.393352552230923,18.20393628256209,13.32003567642263,1.8758306022749322e-05,6.055896232635136e-06,0.0001865819561011996,6.023476608318827e-05,494,1.9051400569783812,9.659953794079039,4.8166632815963855e-05,0.0004790972832225328,4.107307920885711e-05
200,25.0,solution_000200.vtu,3.393352515943963,18.203936243388974,13.320035605415029,1.767349937214376e-05,5.705699913865221e-06,0.0001757918461379619,5.6751624951540895e-05,494,1.9051392113231815,9.65995005094752,4.538110948596953e-05,0.000451390695394758,3.8697788990566896e-05
201,25.125,solution_000201.vtu,3.3933524817555987,18.20393620648131,13.320035538513887,1.6651426620012382e-05,5.375752980139602e-06,0.00016562571659594746,5.3469880924343474e-05,494,1.9051384145737,9.659946524285722,4.275667305224724e-05,0.00042528637195264884,3.645986120261086e-05
202,25.25,solution_000202.vtu,3.3933524495444596,18.20393617170809,13.320035475481724,1.568846003526906e-05,5.06488472366239e-06,0.00015604748515937497,5.0377891285137785e-05,494,1.9051376639016429,9.659943201575103,4.0284008163513305e-05,0.0004006916577798232,3.4351352500784e-05
203,25.375,solution_000203.vtu,3.393352419196193,18.203936138945874,13.320035416094793,1.4781181651499816e-05,4.771992101888128e-06,0.00014702315580635589,4.746468613630761e-05,494,1.905136956642282,9.659940071021067,3.7954338087221795e-05,0.00037751925541067497,3.2364778851746535e-05
204,25.5,solution_000204.vtu,3.3933523906030616,18.20393610807836,13.320035360142292,1.392637114230874e-05,4.496035828890965e-06,0.00013852069820457648,4.471992954301068e-05,494,1.9051362902849922,9.659937121511074,3.575939365637848e-05,0.0003556869152619089,3.0493088979431158e-05
205,25.625,solution_000205.vtu,3.393352363663558,18.20393607899597,13.320035307425602,1.3120994391677625e-05,4.236036690719421e-06,0.00013050993406935637,4.213388292381487e-05,494,1.9051356624643407,9.659934342575228,3.369138383509872e-05,0.00033511714378035346,2.8729639346169975e-05
206,25.75,solution_000206.vtu,3.3933523382820465,18.20393605159547,13.320035257757594,1.2362192729866491e-05,3.991072074014755e-06,0.0001229624300950772,3.9697370545656295e-05,494,1.9051350709516912,9.659931724349095,3.1742968114036415e-05,0.00031573692848238673,2.706817056921471e-05
207,25.875,solution_000207.vtu,3.393352314368422,18.20393602577959,13.320035210961962,1.164727278923623e-05,3.7602727000787244e-06,0.00011585139707176658,3.7401747013126e-05,494,1.905134513647293,9.6599292575387,2.9907230487472248e-05,0.0002974774788375137,2.550278522806462e-05
208,26.0,solution_000208.vtu,3.393352291837792,18.2039360014567,13.320035166872588,1.0973696947553815e-05,3.5428195362838025e-06,0.00010915159483375048,3.5238866635566414e-05,494,1.905133988572825,9.659926933387531,2.8177654825740023e-05,0.0002802739821753464,2.4027926915255602e-05
209,26.125,solution_000209.vtu,3.3933522706101713,18.203935978540446,13.320035125332968,1.0339074320626988e-05,3.3379409019803634e-06,0.00010283924269996735,3.3201054557425434e-05,494,1.9051334938643765,9.659924743645472,2.654810187017029e-05,0.00026406537370887744,2.263836053380285e-05
210,26.25,solution_000210.vtu,3.393352250610203,18.203935956949483,13.320035086195654,9.741152280571117e-06,3.1449097227781303e-06,9.68919350922582e-05,3.128107955655643e-05,494,1.905133027765829,9.659922680539509,2.5012787315749037e-05,0.00024879411976440915,2.132915371054723e-05
211,26.375,solution_000211.vtu,3.393352231766887,18.203935936607166,13.32003504932171,9.177808460144481e-06,2.963040957131044e-06,9.1288562031371e-05,2.947212841181211e-05,494,1.9051325886226231,9.659920736746136,2.3566261393960782e-05,0.00023440601369178544,2.0095659298765847e-05
212,26.5,solution_000212.vtu,3.3933522140133316,18.20393591744129,13.320035014580245,8.647043222018494e-06,2.791689170732723e-06,8.600923422688556e-05,2.776778175366454e-05,494,1.9051321748758843,9.659918905365375,2.2203389466574714e-05,0.00022084998342244072,1.893349887962433e-05
213,26.625,solution_000213.vtu,3.393352197286511,18.20393589938381,13.320034981847936,8.146972561031394e-06,2.6302462416426047e-06,8.103521249902934e-05,2.6161991304596643e-05,494,1.9051317850568907,9.659917179896269,2.091933382392288e-05,0.00020807791026092,1.783854722664415e-05
214,26.75,solution_000214.vtu,3.3933521815270455,18.20393588237063,13.320034951008589,7.675821419919382e-06,2.478139202982208e-06,7.634884128032053e-05,2.4649058433571554e-05,494,1.9051314177818588,9.65991555421382,1.9709536496507813e-05,0.00019604445809324393,1.6806917671050837e-05
215,26.875,solution_000215.vtu,3.3933521666789903,18.20393586634135,13.320034921952734,7.231917387784384e-06,2.334828220689902e-06,7.193348595985378e-05,2.3223613954188962e-05,494,1.9051310717470313,9.659914022547238,1.8569703119692983e-05,0.0001847069124834678,1.583494829134178e-05
216,27.0,solution_000216.vtu,3.393352152689636,18.20393585123908,13.320034894577228,6.813684766129283e-06,2.1998046668427362e-06,6.777347385031365e-05,2.188059908475311e-05,494,1.9051307457240494,9.659912579459466,1.7495787655875626e-05,0.00017402502912051203,1.4919188936370574e-05
217,27.125,solution_000217.vtu,3.393352139509321,18.203935837010206,13.320034868784893,6.419638975504117e-06,2.072589322676982e-06,6.385403856899744e-05,2.0615247505454088e-05,494,1.905130438555592,9.659911219827869,1.6483978038909156e-05,0.00016396089091493712,1.4056388966645389e-05
218,27.25,solution_000218.vtu,3.3933521270912563,18.20393582360421,13.320034844484171,6.04838128713912e-06,1.9527306756716175e-06,6.016126763220222e-05,1.942306845835122e-05,494,1.9051301491512684,9.659909938826061,1.55306826520592e-05,0.00015447877349143054,1.324348572733587e-05
