case,valid area [%],Star U95 [mm/s],floor [mm/s],absolute median [mm/s],absolute p95 [mm/s],local median [%],local p95 [%],local max [%],area above 10% [%],U95-normalized median [%],U95-normalized p95 [%],U95-normalized max [%]
Re=10,64.55716994937805,0.7666505388820715,0.03833252694410358,0.02267362694251425,0.045653953372585376,5.169925150046922,19.599708531021797,73.54625031544086,21.69920429311621,2.9574918157074497,5.954988753957958,10.674987040941998
Re=100,64.55716994937805,8.082937135282453,0.40414685676412265,0.36865940853352375,0.8996159711409315,18.635036427521953,41.73130543191438,99.1214013411936,74.90207870713053,4.560958502625311,11.129815264974159,24.38458757238643
